Variable Name/Key,🟢 CO English Current,⚪ SOURCE English,🟢 CO Español Current,⚪ SOURCE Español,Notes
S5 - Bulk Order New Cards Who - Title,Which cards need to be replaced?,Which cards need to be replaced?,¿Cuáles tarjetas necesitan ser reemplazadas?,¿Qué tarjetas necesitan ser reemplazadas?,
S5 - Bulk Order New Cards Who - Label Select Cards,Select which cards you want to replace,Select which cards you want to replace,Selecciona las tarjetas que deseas reemplazar,Selecciona las tarjetas que deseas reemplazar,
S5 - Bulk Order New Cards Who - Who's Card,[First name] [M.] [Last name]'s card,[First name] [M.] [Last name]'s card,Tarjeta de [First name] [M.] [Last name],Tarjeta de [First name] [M.] [Last name],
S5 - Bulk Order New Cards Who - Card Number,Card number: [9999] (last 4 digits),Card number: [9999] (last 4 digits),Número de tarjeta: [9999] (últimos 4 dígitos),Número de tarjeta: [9999] (últimos 4 dígitos),
S5 - Bulk Order New Cards Confirm - Action,Order cards,Order cards,Pedir tarjetas,Pedir tarjetas,
S6 - Replacement Card - Pre-title,Replace card ending in [9999],Replace card ending in [9999],Reemplazar la tarjeta que termina en [9999],Reemplazar la tarjeta que termina en [9999],
S6 - Replacement Card Address - Title,Do you want the new card mailed to this address?,Do you want the new card mailed to this address?,¿Deseas que el reemplazo de la tarjeta que termina en [9999] se envíe por correo a esta dirección?,¿Deseas que el reemplazo de la tarjeta que termina en [9999] se envíe por correo a esta dirección?,
S6 - Request Replacement Card FIS - Title,!N/A!,A few things to know before replacing cards,!N/A!,Cosas que saber antes de solicitar una tarjeta de reemplazo,
S6 - Request Replacement Card FIS - Replace Card Body 1,!N/A!,Call EBT Customer Service at (888) 328-2656 to request a replacement card to be sent to your address listed here.,!N/A!,Llama a servicios al cliente de EBT al (888) 328-2656 para solicitar el envío de una tarjeta de reemplazo a la dirección que aparece aquí.,
S6 - Request Replacement Card FIS - Replace Card Body 2,!N/A!,Hold on the line to select the lost card prompt and speak with an agent.,!N/A!,Mantente en la línea para elegir la opción de tarjeta perdida y hablar con un representante.,
S6 - Request Replacement Card FIS - Replace Card Body 3,!N/A!,,!N/A!,,
S6 - Request Replacement Card FIS - Replace Card Body 4,!N/A!,You can also request a replacement EBT card by mail by calling FIS at (888) 304-9167.,!N/A!,También puedes solicitar una tarjeta EBT de reemplazo por correo llamando a FIS al (888) 304-9167,
S6 - Request Replacement Card FIS - Replace Card Body 5,!N/A!,You can get a new DC SUN Bucks card if you need one. Go to the portal dashboard and tap “Request a replacement card” under the child’s name that has benefits issued to a DC SUN Bucks card.,!N/A!,Puedes obtener una nueva tarjeta de DC SUN Bucks si la necesitas. Ve al panel del portal y toca “Solicitar una tarjeta de reemplazo” debajo del nombre del niño o niña que tiene los beneficios emitidos en una tarjeta de DC SUN Bucks.,
S6 - Request Replacement Card FIS - Action,!N/A!,Go to the dashboard,!N/A!,Ir al panel del portal,
S6 - Request Replacement Card FIS - Keep Card,!N/A!,Keep your card for next year. Benefits will be added to your new card.,!N/A!,Guarda tu tarjeta para el próximo año. Tus beneficios serán agregados a tu nueva tarjeta.,
S6 - Request Replacement Card FIS - Tap to Call,!N/A!,Tap to call EBT Customer Service,!N/A!,Toca la pantalla para llamar a servicios al cliente de EBT,
S6 - Request Replacement Card FIS - Subtle Link,!N/A!,I want a replacement for the card ending in [9999] mailed to a different address,!N/A!,Quiero que la tarjeta que termina en [9999] me la reemplacen y la envíen por correo a una dirección diferente.,
S6 - Confirm Request Replacement Card - Title,A few things to know before replacing Summer EBT cards,A few things to know before replacing Summer EBT cards,Ingresa tu correo electrónico y te enviaremos un código para entrar a tu cuenta de DC SUN Bucks,"

Algunas cosas que debes saber antes de reemplazar las tarjetas de Summer EBT",
S6 - Confirm Request Replacement Card - Body,"Once a replacement card is created, the previous card will be permanently deactivated
Cards will arrive by mail in around 7-10 business days
Any remaining balance on the previous card will automatically be rolled over to the replacement card","Once a replacement card is created, the previous card will be permanently deactivated
Cards will arrive by mail in around 7-10 business days
Any remaining balance on the previous card will automatically be rolled over to the replacement card","Una vez que se creen las tarjetas de reemplazo, las tarjetas anteriores se desactivarán de forma permanente 
Las tarjetas llegarán por correo en aproximadamente 7 a 10 días hábiles
Cualquier saldo restante en la tarjeta anterior se transferirá automáticamente a la tarjeta de reemplazo.","Una vez que se cree una tarjeta de reemplazo, la tarjeta anterior quedará desactivada permanentemente.
Las tarjetas llegarán por correo en aproximadamente 7 a 10 días hábiles.
Cualquier saldo restante en la tarjeta anterior se transferirá automáticamente a la tarjeta de reemplazo.",
S6 - Confirm Request Replacement Card - Summary Title,Card order summary,Card order summary,Resumen del pedido de tarjetas,Resumen del pedido de tarjetas,
S6 - Confirm Request Replacement Card - Summary Address,A new card will be mailed to the following address:,A new card will be mailed to the following address:,Las nuevas tarjetas se enviarán por correo a la siguiente dirección:,Las nuevas tarjetas se enviarán por correo a la siguiente dirección:,
S6 - Confirm Request Replacement Card - Action,Order card,Order card,Pedir tarjetas,Pedir tarjetas,
S7 - Pin Card - Title,Activate a card,Activate a card,Activar una tarjeta,Activar una tarjeta,
S7 - Pin Card - Body,"Your child's card is active when it's mailed to you. To make purchases, you will need to set the card's PIN number. You may call EBT Customer Service at (888) 328-2656 and follow the instructions to set the PIN number.

Enter the child's birthdate in the format MM-DD-YYYY (month-day-year).

When asked to ""enter the primary cardholder's"" ZIP Code, enter the ZIP Code of the address it was mailed to.","Once you receive your child's card, call EBT Customer Service at (888) 328-2656. Follow the instructions to set the PIN number to activate the card.

When asked to ""enter your date of birth"" by the recording, do not enter your own birthday. Enter the child's birthdate in the format MONTH-DAY-YEAR.

When asked to ""enter the primary cardholder's"" ZIP Code, enter the ZIP Code of the address it was mailed to.","La tarjeta de tu niño/a queda activa en el momento en que se envía por correo. Para hacer compras, tendrás que establecer el número de PIN de la tarjeta. Puedes llamar al Servicio al Cliente de EBT al (888) 328-2656 y seguir las instrucciones para establecer el PIN.

Ingresa la fecha de nacimiento de tu niño/a en el formato DD-MM-YYYY (día-mes-año).

Cuando se te pida que ingreses el código postal de la persona titular principal de la tarjeta, ingresa el código postal de la dirección a la que se envió por correo.","Cuando recibas la tarjeta de tu niño/a, llama al servicio al cliente de EBT al (888) 328-2656. Sigue las instrucciones para crear el número PIN y activar la tarjeta.

Cuando la grabación te pida que “ingreses tu fecha de nacimiento”, no pongas tu propio cumpleaños. Ingresa la fecha de nacimiento de tu niño/a con el formato MES-DÍA-AÑO.

Cuando te pidan que “ingreses el código postal del titular principal de la tarjeta”, ingresa el código postal de la dirección a la que se envió la tarjeta por correo.",
S7 - Pin Card - Action,Tap to call EBT Customer Service,Tap to call EBT Customer Service,Toca la pantalla para llamar a servicios al cliente de EBT,Toca la pantalla para llamar a servicios al cliente de EBT,
S7 - Co-loaded Address Update - Title,!N/A!,Mailing address for SNAP or TANF EBT card,!N/A!,Dirección postal para la tarjeta EBT de SNAP o TANF,
S7 - Co-loaded Address Update - Body 1,!N/A!,"The mailing address we have is the one listed on your household’s SNAP or TANF account. If your address has changed, it will not affect your child’s DC SUN Bucks benefits. The benefits are loaded onto your SNAP or TANF EBT card.",!N/A!,"La dirección postal que tenemos es la que aparece en la cuenta de SNAP o TANF de tu hogar. Si tu dirección cambió, eso no afectará los beneficios de DC SUN Bucks de tu niño/a. Los beneficios se cargan en tu tarjeta EBT de SNAP o TANF.",
S7 - Co-loaded Address Update - Body 2,!N/A!,"If you lost your SNAP or TANF EBT card, you can get a new one at your local DC SNAP or TANF office.",!N/A!,"Si perdiste tu tarjeta EBT de SNAP o TANF, puedes conseguir una nueva en tu oficina local de SNAP o TANF en DC.",
S7 - Co-loaded Address Update - Action 2,!N/A!,Tap here to learn how to get a replacement SNAP or TANF EBT card,!N/A!,Toca aquí para aprender cómo conseguir una tarjeta de reemplazo de SNAP o TANF EBT.,
S7 - Co-loaded Address Update - Body 3,!N/A!,"If you prefer, you can choose to get DC SUN Bucks notices by email instead of by physical mail.",!N/A!,"Si lo prefieres, puedes elegir recibir los avisos de DC SUN Bucks por correo electrónico en lugar de por correo postal.",
S7 - Co-loaded Address Update - Action 3,!N/A!,Tap here to update your contact preferences,!N/A!,Toca aquí para actualizar tus preferencias de contacto.,
S8 - OTP Enter Email - Title,!N/A!,Enter your email and we'll send you a code to log into your DC SUN Bucks account,!N/A!,Ingresa tu correo electrónico y te enviaremos un código para entrar a tu cuenta de DC SUN Bucks,
S8 - OTP Enter Email - Body,!N/A!,If you are your child’s primary guardian enter your email to see their DC SUN Bucks information.,!N/A!,"Si eres el cuidador principal de tu niño/a, ingresa tu correo electrónico para ver su información de DC SUN Bucks.",
S8 - OTP Enter Email - Label Email,!N/A!,Enter your email address,!N/A!,Ingresa tu correo electrónico,
S8 - OTP Confirm - Title,!N/A!,Confirm the code sent to your email,!N/A!,Confirma el código que enviamos a tu correo electrónico ,
S8 - OTP Confirm - Label Code,!N/A!,Enter the 6 digit confirmation code,!N/A!,Ingresa el código de confirmación de 6 dígitos,
S8 - OTP Confirm - Label Digit 1,!N/A!,Enter first digit of the confirmation code,!N/A!,Ingresa el primer dígito del código de confirmación,
S8 - OTP Confirm - Label Digit 2,!N/A!,Enter second digit of the confirmation code,!N/A!,Ingresa el segundo dígito del código de confirmación,
S8 - OTP Confirm - Label Digit 3,!N/A!,Enter third digit of the confirmation code,!N/A!,Ingresa el tercer dígito del código de confirmación,
S8 - OTP Confirm - Label Digit 4,!N/A!,Enter fourth digit of the confirmation code,!N/A!,Ingresa el cuarto dígito del código de confirmación,
S8 - OTP Confirm - Label Digit 5,!N/A!,Enter fifth digit of the confirmation code,!N/A!,Ingresa el quinto dígito del código de confirmación,
S8 - OTP Confirm - Label Digit 6,!N/A!,Enter sixth digit of the confirmation code,!N/A!,Ingresa el sexto dígito del código de confirmación,
S8 - OTP Confirm - Invalid Error Message,!N/A!,Enter a valid [6] digit code. Tap here to send a new code.,!N/A!,Ingresa un código válido de [6] dígitos. Toca aquí para enviar un código nuevo.,
S8 - OTP Confirm - Action Resend,!N/A!,Resend code,!N/A!,Reenviar el código,
S8 - OTP Confirm - Action Confirm,!N/A!,Confirm,!N/A!,Confirmar,
S8 - OTP Email Message - Sender,!N/A!,DC SUN Bucks,!N/A!,DC SUN Bucks,
S8 - OTP Email Message - Subject,!N/A!,Your DC SUN Bucks Login Code,!N/A!,Tu código de acceso de DC SUN Bucks,
S8 - OTP Email Message - Body 1,!N/A!,Use this code to log in to your account.,!N/A!,Usa este código para iniciar sesión en tu cuenta,
S8 - OTP Email Message - Body 2,!N/A!,990011,!N/A!,990011,
S8 - OTP Email Message - Body 3,!N/A!,The code will expire in 10 minutes. Do not share this code with anyone.,!N/A!,El código se vence en 10 minutos. No compartas este código con nadie.,
S8 - ID Proofing Optional ID Info - Title,!N/A!,"Thank you for confirming your email. To keep your account safe, we need to check your identity",!N/A!,"Gracias por confirmar tu correo electrónico. Para mantener tu cuenta segura, necesitamos verificar tu identidad",
S8 - ID Proofing Optional ID Info - Body,!N/A!,"By providing your date of birth and one ID number, you consent to sharing this information with our third-party vendor. We will only use these once and not share or save them without your permission.  ",!N/A!,"Al proporcionar tu fecha de nacimiento y un número de identificación, das tu consentimiento para compartir esta información con nuestro proveedor externo. Solo utilizaremos estos datos una vez y no los compartiremos ni los guardaremos sin tu permiso.",
S8 - ID Proofing Optional ID Info - Label DOB,!N/A!,What's your date of birth?,!N/A!,¿Cuál es tu fecha de nacimiento?,
S8 - ID Proofing Optional ID Info - Label ID,!N/A!,Which ID number can you provide?,!N/A!,¿Qué número de identificación puedes proporcionar?,
S8 - ID Proofing Optional ID Info - Helper ID,!N/A!,!!!,!N/A!,!!!,
S8 - ID Proofing Optional ID Info - Option Label SSN,!N/A!,Social Security Number (SSN),!N/A!,Número de seguro social (SSN),
S8 - ID Proofing Optional ID Info - Option Label ITIN,!N/A!,Individual Taxpayer ID Number (ITIN),!N/A!,Número de identificación personal del contribuyente (ITIN),
S8 - ID Proofing Optional ID Info - Option Label Medicaid ID,!N/A!,Medicaid ID,!N/A!,ID de Medicaid,
S8 - ID Proofing Optional ID Info - Option Helper Medicaid ID,!N/A!,This number can be found on your Medicaid letters and is typically 7 or 8 digits long.,!N/A!,"
Este número puede encontrarse en tus cartas de Medicaid y suele tener 7 u 8 dígitos",
S8 - ID Proofing Optional ID Info - Option Account ID,!N/A!,SNAP or TANF account ID,!N/A!,ID de la cuenta de SNAP o TANF,
S8 - ID Proofing Optional ID Info - Option Helper Account ID,!N/A!,"If you receive SNAP or TANF, select this option. It can be found on your notices and is typically 7 or 8 digits long.",!N/A!,"Si recibes SNAP o TANF, selecciona esta opción. Puedes encontrarlo en tus avisos y normalmente tiene 7 u 8 dígitos.",
S8 - ID Proofing Optional ID Info - Option Person ID,!N/A!,SNAP or TANF person ID,!N/A!,ID de persona de SNAP o TANF,
S8 - ID Proofing Optional ID Info - Option Helper Person ID,!N/A!,This number can be found on your SNAP or TANF letters and is typically 7 or 8 digits long.,!N/A!,Este número puede encontrarse en tus cartas de SNAP o TANF  y suele tener 7 u 8 dígitos.,
S8 - ID Proofing Optional ID Info - Label SSN,!N/A!,Enter your Social Security Number (SSN),!N/A!,Ingresa tu número de seguro social (SSN),
S8 - ID Proofing Optional ID Info - Label ITIN,!N/A!,Enter your Individual Taxpayer ID Number (ITIN),!N/A!,Ingresa tu número de identificación personal del contribuyente (ITIN),
S8 - ID Proofing Optional ID Info - Label Medicaid ID,!N/A!,Enter your Medicaid ID,!N/A!,Ingresa tu ID de Medicaid,
S8 - ID Proofing Optional ID Info - Label Account ID,!N/A!,Enter your SNAP or TANF account ID,!N/A!,Ingresa tu número de cuenta de SNAP o TANF,
S8 - ID Proofing Optional ID Info - Label Person ID,!N/A!,Enter your SNAP or TANF person ID,!N/A!,Ingresa tu número de ID de persona de SNAP o TANF,
S8 - Opt-in - Label Email,!N/A!,May we save your email ([email]@[domain.com]) to send you information about your DC SUN Bucks account?,!N/A!,¿Podemos guardar tu correo electrónico ([email]@[domain.com]) para enviarte información sobre tu cuenta de DC SUN Bucks?,
S8 - Opt-in - Helper Email,!N/A!,This will help us communicate important information about your benefits.,!N/A!,Esto nos ayudará a enviarte información importante sobre tus beneficios.,
S8 - Opt-in - Label DOB,!N/A!,May we store your date of birth?,!N/A!,¿Podemos guardar tu fecha de nacimiento?,
S8 - Opt-in - Helper DOB,!N/A!,This will help us find information about your benefits more easily.,!N/A!,Esto nos ayudará a encontrar información sobre tus beneficios más fácilmente.,
S8 - Opt-in - Label Contact Preference,!N/A!,Select at least one option,!N/A!,Selecciona al menos una opción,
S8 - Opt-in - Option Helper Phone,!N/A!,"If this is your preference, messaging and data rates will apply.",!N/A!,"Si esta es tu preferencia, se aplicarán tarifas de mensajes y datos.",
S8 - Opt-in - Label Enter Phone,!N/A!,Enter your phone number,!N/A!,Ingresa tu número de telefono,
S8 - Opt-in - Label Text,!N/A!,May we text this phone number?,!N/A!,¿Podemos enviarte mensajes de texto a este número?,
S8 - Off-boarding - Title,!N/A!,We want to keep your account safe,!N/A!,Queremos mantener tu cuenta segura,
S8 - Off-boarding - Body 1,!N/A!,"In order to confirm your identity we need to ask for additional documentation. On the next screen, we’ll ask you to upload a photo of your ",!N/A!,"Para confirmar tu identidad, necesitamos pedir documentación adicional. En la siguiente pantalla, te pediremos que subas una foto de tu",
S8 - Off-boarding - Body 2,!N/A!,"driver’s license
foreign passport
or another photo ID",!N/A!,"licencia de conducir
pasaporte extranjero
u otra identificación con foto",
S8 - Off-boarding - Body 3,!N/A!,You may be able to skip this step by going back and typing in an ID number instead.,!N/A!,Es posible que puedas saltarte este paso si regresas a la página anterior y escribes un número de identificación en su lugar.,
S8 - Off-boarding - Action,!N/A!,Enter an ID number,!N/A!,Ingresa un número de identificación ,
S8 - Co-loaded Off-boarding - Title,"We're sorry, we aren't able to show your Summer EBT information ","We're sorry, we aren't able to show your DC SUN Bucks information ","Lo sentimos, no podemos mostrar tu información de Summer EBT","Lo sentimos, no podemos mostrar tu información de DC SUN Bucks",
S8 - Co-loaded Off-boarding - Body 1,You can contact us if you need more help.,"You can go back to enter an ID number, or contact us if you need more help.",Puedes contactarnos si necesitas más ayuda.,Puedes volver e ingresar un número de identificación adicional o contactarnos si necesitas más ayuda,
S8 - Co-loaded Off-boarding - Action 1,Contact us,Contact us,Contáctanos,Contáctanos,
S8 - Co-loaded Off-boarding - Body 2,"If you’re not sure what to do, or you want to apply for Summer EBT, we can help you find out if you need to apply for your child. Tap “Apply now” and enter your child’s information.","If you’re not sure what to do, or you want to apply for DC SUN Bucks, we can help you find out if you need to apply for your child. Tap “Apply now” and enter your child’s information.","Si no estás seguro de qué hacer, o si quieres aplicar para Summer EBT, te podemos ayudar a saber si necesitas aplicar para tu niño/a. Toca “Aplica ahora” y escribe la información de tu niño/a.","Si no estás seguro de qué hacer, o si quieres aplicar para DC SUN Bucks, podemos ayudarte a averiguar si necesitas aplicar para tu niño/a. Toca “Aplicar ahora” e ingresa la información de tu niño/a.",
S8 - Co-loaded Off-boarding - Action 2,Apply now,Apply now,Aplica ahora,Aplica ahora,
S8 - Authentication Failure - Alert,"We were unable to finish signing you into your myColorado® account. Please, try again.",There was an issue signing you in. Try again later.,"No pudimos terminar de iniciar tu sesión en tu cuenta de myColorado®. Por favor, inténtalo de nuevo.",Hubo un problema al iniciar tu sesión. Inténtalo de nuevo más tarde.,
S9 - Opt-in - Title,Would you like to get Summer EBT communication through email or SMS text?,Would you like to get Summer EBT communication through email or SMS text?,¿Te gustaría recibir los avisos de Summer EBT por correo electrónico o por mensaje de texto (SMS)?,¿Te gustaría recibir los avisos de Summer EBT por correo electrónico o por mensaje de texto (SMS)?,
S9 - Opt-in - Body,"If you choose email or text, we’ll continue to also mail notices to your physical address.",If you choose email or text we’ll continue to also mail notices to your physical address.,"Si eliges correo electrónico o mensajes de texto, también vamos a seguir enviando avisos por correo postal a tu dirección física.","Si eliges correo electrónico o mensajes de texto, también vamos a seguir enviando avisos por correo postal a tu dirección física.",
S9 - Opt-in - Text Description,Select this option if you want to be messaged at ([999]) [999]-[9999]. This phone number needs to be able to receive text messages and can’t be changed.,Select this option if you want to be messaged at ([999]) [999]-[9999]. This phone number needs to be able to receive text messages and can’t be changed.,"Selecciona esta opción si quieres que te mandemos mensajes al ([999]) [999]-[9999]. Este número de teléfono tiene que poder recibir mensajes de texto y no se puede cambiar.
","Selecciona esta opción si quieres que te mandemos mensajes al ([999]) [999]-[9999]. Este número de teléfono tiene que poder recibir mensajes de texto y no se puede cambiar.
",
S9 - Sign In - Alert,"Just a moment, we're signing you in","Just a moment, we're signing you in","Un momento, estamos iniciando tu sesión","Un momento, estamos iniciando tu sesión",
S9 - Email - Title,Is [email]@[domain] the best email address to use?,Is [email]@[domain] the best email address to use?,¿[email]@[domain] es el mejor correo electrónico para usar?,¿[email]@[domain] es el mejor correo electrónico para usar?,
S9 - Email - Title 2,What's your email address?,What's your email address?,¿Cuál es tu correo electrónico?,¿Cuál es tu correo electrónico?,
S9 - Email - Body,!N/A!,[We’ll ask about your phone number next.],!N/A!,[Después te vamos a preguntar sobre tu número de teléfono.],
S9 - Enter Email - Enter Label,Enter your email,Enter your email,Ingresa tu correo electrónico,Ingresa tu correo electrónico,
S9 - Enter Email - Confirm Label,Confirm email address,Confirm email address,Confirma tu correo electrónico,Confirma tu correo electrónico,
S9 - Text - Title,!N/A!,Would you like to get text messages about your DC SUN Bucks account?,!N/A!,¿Te gustaría recibir mensajes de texto sobre tu cuenta de DC SUN Bucks?,
S9 - Text - Which Phone Label,!N/A!,Is ([999]) [999]-[9999] the best phone number to text you?,!N/A!,¿Es ([999]) [999]-[9999] el mejor número de teléfono para enviarte mensajes de texto?,
S9 - Text - Enter Label,!N/A!,Enter the best phone number to text you,!N/A!,Ingresa el mejor número de teléfono para enviarte mensajes de texto,
S9 - Text - Enter Helper,!N/A!,This phone number needs to be able to receive text messages.,!N/A!,Este número de teléfono tiene que poder recibir mensajes de texto.,
S9 - Text - Confirm Label,!N/A!,Confirm phone number,!N/A!,Confirma el número de teléfono,
S9 - Language - Title,Which language do you prefer to be contacted in?,Which language do you prefer to be contacted in?,¿En qué idioma prefieres que te contactemos?,¿En qué idioma prefieres que te contactemos?,
S9 - Language - Label Select Language,Select a language,Select a language,Selecciona un idioma,Selecciona un idioma,
S9 - Language - Action,Continue to the portal,Continue to my account,Continuar a mi cuenta,Continuar a mi cuenta,
S10 - Step-up Disclaimer - Title,"To help keep your account safe, we need to confirm it’s really you","To help keep your account safe, we need to confirm it’s really you","Para ayudar a mantener tu cuenta segura, necesitamos confirmar que realmente eres tú.","Para ayudar a mantener tu cuenta segura, necesitamos confirmar que realmente eres tú.",
S10 - Step-up Disclaimer - Body,We need to share some information with our third-party vendor to verify your identity. We will do this only once and will not share or save anything without your permission.,We need to share some information with our third-party vendor to verify your identity. We will do this only once and will not share or save anything without your permission.,Necesitamos compartir cierta información con nuestro proveedor externo para verificar tu identidad. Solo haremos esto una vez y no compartiremos ni guardaremos nada sin tu permiso.,Necesitamos compartir parte de tu información con nuestro proveedor externo para verificar tu identidad. Solo haremos esto una vez y no compartiremos ni guardaremos nada sin tu permiso.,
S10 - Step-up Disclaimer - Action,Verify,Verify,Verifica,Verifica,
S10 - Step-up Processing - Title,Please wait...,Please wait...,"Por favor, espera...","Por favor, espera...",
S10 - Step-up Processing - Body,Do not exit the page. Checking to see if we have enough information.,Do not exit the page. Checking to see if we have enough information.,No salgas de la página. Estamos verificando si tenemos suficiente información.,No salgas de la página. Estamos verificando si tenemos suficiente información.,
S10 - Step-up Failure - Title,"We're sorry, we aren't able to show your Summer EBT information","We're sorry, we aren't able to show your Summer EBT information","Lo sentimos, no podemos mostrar tu información de Summer EBT","Lo sentimos, no podemos mostrar tu información de Summer EBT",
S10 - Step-up Failure - Body,You can contact us if you need more help.,You can contact us if you need more help.,Puedes contactarnos si necesitas más ayuda.,Puedes contactarnos si necesitas más ayuda.,
S10 - Step-up Failure - Action,Contact us,Contact us,Contáctanos,Contáctanos,
GLOBAL - Program Name,Summer EBT,Summer EBT,Summer EBT,Summer EBT,
GLOBAL - Banner Image Alt Text,Logo: Colorado Deptartment of Human Services,Logo: Agency Name,Logo: Departamento de Servicios Humanos de Colorado,Logo: Nombre de la agencia,
GLOBAL - Language,!N/A!,Language,!N/A!,Idioma,
GLOBAL - Label - Languages,!N/A!,Languages,!N/A!,Idiomas,
GLOBAL - Label - Translate,Translate,Translate,Traducir,Traducir ,
GLOBAL - Options - Languages,"English
Español (Spanish)","English
Español (Spanish)","English (Inglés)
Español","Inglés (English)
Español",
GLOBAL - Language - English,English,English,Inglés (English),Inglés (English),
GLOBAL - Language - Español,Español (Spanish),Español (Spanish),Español,Español,
GLOBAL - Language - Amharic,!N/A!,አማርኛ (Amharic),!N/A!,አማርኛ (Amárico),
GLOBAL - Address Format,"[Street address line 1]
[Street address line 2]
[City], [State] [ZIP Code]","[Street address line 1]
[Street address line 2]
[City], [State] [ZIP Code]","[Dirección linea 1]
[Dirección linea 2]
[Ciudad], [Estado] [Código postal]","[Dirección linea 1]
[Dirección linea 2]
[Ciudad], [Estado] [Código postal]",
GLOBAL - Label First name,First name,First name,Nombre,Nombre,
GLOBAL - Helper Text - Legally as it appears,"Legally as it appears on official documents, e.g. birth certificate","Legally as it appears on official documents, e.g. birth certificate","Legalmente como aparece en documentos oficiales, ej. acta de nacimiento.","Legalmente como aparece en documentos oficiales, ej. acta de nacimiento.",
GLOBAL - Label Middle name,Middle name,Middle name,Segundo nombre,Segundo nombre,
GLOBAL - Helper Text - Optional,Optional. If they have one.,Optional. If they have one.,Opcional. Si tiene uno.,Opcional. Si tienes uno.,
GLOBAL - Label Last name,Last name,Last name,Apellido,Apellido,
GLOBAL - Action - Continue,Continue,Continue,Continuar,Continuar,
GLOBAL - Action - Submit,Submit,Submit,Enviar,Enviar,
GLOBAL - Placeholder - Select one,- Select one -,- Select one -,- Selecciona una opción-,- Selecciona una opción-,
GLOBAL - Options - January - February,"January

February

March

April

May

June

July

August

September

October

November

December","January

February

March

April

May

June

July

August

September

October

November

December","enero

febrero

marzo

abril

mayo

junio

julio

agosto

septiembre

octubre

noviembre

diciembre","enero

febrero

marzo

abril

mayo

junio

julio

agosto

septiembre

octubre

noviembre

diciembre",
GLOBAL - Options - January,January,January,enero,enero,
GLOBAL - Options - February,February,February,febrero,febrero,
GLOBAL - Options - March,March,March,marzo,marzo,
GLOBAL - Options - April,April,April,abril,abril,
GLOBAL - Options - May,May,May,mayo,mayo,
GLOBAL - Options - June,June,June,junio,junio,
GLOBAL - Options - July,July,July,julio,julio,
GLOBAL - Options - August,August,August,agosto,agosto,
GLOBAL - Options - September,September,September,septiembre,septiembre,
GLOBAL - Options - October,October,October,octubre,octubre,
GLOBAL - Options - November,November,November,noviembre,noviembre,
GLOBAL - Options - December,December,December,diciembre,diciembre,
GLOBAL - Option - None of the above,None of the above,None of the above,Ninguna de las anteriores,Ninguna de las anteriores,
GLOBAL - Required Fields,Asterisks (*) indicate a required field.,Asterisks (*) indicate a required field.,Los asteriscos (*) indican que es un campo requerido.,Los asteriscos (*) indican que es un campo requerido.,
GLOBAL - Helper Select at least one,Select at least one option.,Select at least one option.,Seleccions por lo menos una opción.,Selecciona por lo menos una opción.,
GLOBAL - Email,Email,Email,Correo electrónico,Correo electrónico,
GLOBAL - Phone,Phone,Phone,Teléfono,Teléfono,
GLOBAL - Physical mail,Physical mail,Physical mail,Correo físico,Correo físico,
GLOBAL - Email address,Email address,Email address,Correo electrónico,Correo electrónico,
GLOBAL - Phone number,Phone number,Phone number,Número de teléfono,Número de teléfono,
GLOBAL - Label Send Cards to Preferred Address,Do you want us to send Summer EBT cards for all of your enrolled children to your preferred address?,Do you want us to send Summer EBT cards for all of your enrolled children to your preferred address?,¿Quieres que enviemos las tarjetas Summer EBT para todos los niños inscritos a tu dirección de preferencia?,¿Quieres que enviemos Tarjetas Summer EBT para todos tus niños inscritos a tu dirección de correspondencia preferida?,
GLOBAL - Co-loaded Card Helper,!N/A!,"If your child is eligible for Summer EBT through SNAP or Colorado Works (TANF) participation, they will not receive a Summer EBT card.",!N/A!,"Si tu niño/a es elegible para Summer EBT a través de la participación en SNAP o Colorado Works (TANF), no recibirá una tarjeta Summer EBT.",
GLOBAL - Co-loaded Card Helper Link,!N/A!,Tap here to learn how to replace SNAP or TANF EBT cards,!N/A!,Toca aquí para aprender cómo reemplazar las tarjetas EBT de SNAP o TANF,
GLOBAL - Yes,Yes,Yes,Sí,Sí,
GLOBAL - No,No,No,No,No,
GLOBAL - Action - Back,Back,Back,Regresar,Regresar,
GLOBAL - Label - Select One,Select one,Select one,Selecciona una opción,Selecciona una opción,
GLOBAL - Street Address,Street address,Street address,Dirección,Dirección,
GLOBAL - Helper Street Address,!N/A!,"Include direction, NW, NE, SE, or SW.",!N/A!,"Incluya la dirección: NW, NE, SE o SO.",
GLOBAL - Street Address 2,Street address line 2,Street address line 2,"Dirección, línea 2","Dirección, línea 2",
GLOBAL - Helper Street Address 2,"For example, an apartment number, unit number, floor, or PO Box.","For example, an apartment number, unit number, floor, or PO Box.","Por ejemplo, número de apartamento, número de unidad, piso o apartado postal","Por ejemplo, número de apartamento, número de unidad, piso o apartado postal",
GLOBAL - City,City,City,Ciudad,Ciudad,
GLOBAL - Default City,!N/A!,   ,!N/A!,   ,
GLOBAL - State or Territory,State or territory,State or territory,Estado o territorio,Estado o territorio,
GLOBAL - Default State or Territory,Colorado,Colorado,Colorado,Colorado,
GLOBAL - ZIP Code,ZIP Code,ZIP Code,Código postal,Código postal,
